secs,client,point
11571,code,-0.09 51.43
11571,code,-0.09 51.43
11571,code,-0.10 51.50
11571,code,-0.10 51.50
11571,code,-0.11 51.49
11571,code,-0.11 51.49
11571,code,-0.12 51.41
11571,code,-0.12 51.41
11571,code,-0.11 51.49
11571,code,-0.11 51.49
11571,code,-0.11 51.46
11571,code,-0.11 51.46
11572,code,-0.11 51.49
11572,code,-0.11 51.49
11572,code,-0.12 51.47
11572,code,-0.12 51.47
11572,code,-0.12 51.47
11572,code,-0.12 51.47
11572,code,-0.11 51.49
11572,code,-0.11 51.49
11575,code,-0.11 51.42
11575,code,-0.11 51.42
11575,code,-0.11 51.50
11575,code,-0.11 51.50
11575,code,-0.12 51.44
11575,code,-0.12 51.44
11575,code,-0.08 51.44
11575,code,-0.08 51.44
11575,code,-0.13 51.45
11575,code,-0.13 51.45
11579,code,-0.05 51.50
11579,code,-0.05 51.50
11579,code,-0.07 51.48
11579,code,-0.07 51.48
11579,code,-0.07 51.48
11579,code,-0.07 51.48
11579,code,-0.10 51.50
11579,code,-0.10 51.50
11579,code,-0.09 51.50
11579,code,-0.09 51.50
11579,code,-0.09 51.48
11579,code,-0.09 51.48
11579,code,-0.09 51.45
11579,code,-0.09 51.45
11579,code,-0.09 51.50
11579,code,-0.09 51.50
11579,code,-0.08 51.49
11579,code,-0.08 51.49
11579,code,-0.08 51.50
11579,code,-0.08 51.50
11579,code,-0.08 51.49
11579,code,-0.08 51.49
11579,code,-0.09 51.50
11579,code,-0.09 51.50
11579,code,-0.19 51.55
11579,code,-0.19 51.55
11582,code,-0.07 51.43
11582,code,-0.07 51.43
11582,code,-0.05 51.49
11582,code,-0.05 51.49
11582,code,-0.06 51.49
11582,code,-0.06 51.49
11586,code,-0.84 51.66
11586,code,-0.84 51.66
11586,code,-0.51 51.66
11586,code,-0.51 51.66
11586,code,-0.62 51.68
11586,code,-0.62 51.68
11586,code,-0.62 51.68
11586,code,-0.62 51.68
11586,code,-0.70 51.67
11586,code,-0.70 51.67
11586,code,-0.52 51.51
11586,code,-0.52 51.51
11586,code,-0.52 51.51
11586,code,-0.52 51.51
11586,code,-0.63 51.73
11586,code,-0.63 51.73
11586,code,-0.84 51.66
11586,code,-0.84 51.66
11586,code,-0.53 51.65
11586,code,-0.53 51.65
11587,code,-0.83 51.72
11587,code,-0.83 51.72
11589,code,-0.91 51.94
11589,code,-0.91 51.94
11589,code,-0.81 51.73
11589,code,-0.81 51.73
11589,code,-0.57 51.67
11589,code,-0.57 51.67
11589,code,-0.65 51.55
11589,code,-0.65 51.55
11589,code,-1.00 51.95
11589,code,-1.00 51.95
11589,code,-0.70 51.60
11589,code,-0.70 51.60
11589,code,-0.73 51.75
11589,code,-0.73 51.75
11589,code,-0.70 51.69
11589,code,-0.70 51.69
11589,code,-0.77 51.56
11589,code,-0.77 51.56
11589,code,-0.89 51.55
11589,code,-0.89 51.55
11591,code,-0.66 51.61
11591,code,-0.66 51.61
11592,code,-0.82 51.82
11592,code,-0.82 51.82
11592,code,-0.63 51.73
11592,code,-0.63 51.73
11592,code,-0.83 51.80
11592,code,-0.83 51.80
11592,code,-0.62 51.66
11592,code,-0.62 51.66
11592,code,-0.58 51.81
11592,code,-0.58 51.81
11592,code,-0.80 51.73
11592,code,-0.80 51.73
11592,code,-0.78 51.75
11592,code,-0.78 51.75
11592,code,-0.77 51.67
11592,code,-0.77 51.67
11593,code,-0.62 51.56
11593,code,-0.62 51.56
11593,code,-0.68 51.56
11593,code,-0.68 51.56
11593,code,-0.58 51.81
11593,code,-0.58 51.81
11597,code,1.07 51.27
11597,code,1.07 51.27
11597,code,1.07 51.27
11597,code,1.07 51.27
11597,code,1.02 51.35
11597,code,1.02 51.35
11600,code,1.14 51.27
11600,code,1.14 51.27
11600,code,1.09 51.27
11600,code,1.09 51.27
11600,code,1.08 51.27
11600,code,1.08 51.27
11600,code,1.05 51.28
11600,code,1.05 51.28
11603,code,1.14 51.33
11603,code,1.14 51.33
11603,code,1.07 51.28
11603,code,1.07 51.28
11603,code,1.08 51.32
11603,code,1.08 51.32
11603,code,1.08 51.28
11603,code,1.08 51.28
11604,code,1.08 51.28
11604,code,1.08 51.28
11605,code,0.98 51.33
11605,code,0.98 51.33
11605,code,1.11 51.22
11605,code,1.11 51.22
11605,code,1.20 51.31
11605,code,1.20 51.31
11605,code,1.15 51.30
11605,code,1.15 51.30
11605,code,1.19 51.31
11605,code,1.19 51.31
11605,code,1.07 51.27
11605,code,1.07 51.27
11606,code,1.06 51.36
11606,code,1.06 51.36
11609,code,-1.10 53.47
11609,code,-1.10 53.47
11609,code,-1.12 53.52
11609,code,-1.12 53.52
11609,code,-1.13 53.51
11609,code,-1.13 53.51
11609,code,-1.19 53.60
11609,code,-1.19 53.60
11609,code,-1.12 53.52
11609,code,-1.12 53.52
11609,code,-1.22 53.55
11609,code,-1.22 53.55
11609,code,-1.01 53.61
11609,code,-1.01 53.61
11609,code,-1.12 53.52
11609,code,-1.12 53.52
11609,code,-1.23 53.48
11609,code,-1.23 53.48
11609,code,-2.57 51.45
11609,code,-2.57 51.45
11612,code,-1.12 53.52
11612,code,-1.12 53.52
11612,code,-1.17 53.53
11612,code,-1.17 53.53
11612,code,-1.23 53.61
11612,code,-1.23 53.61
11612,code,-0.92 53.56
11612,code,-0.92 53.56
11612,code,-0.92 53.54
11612,code,-0.92 53.54
11612,code,-1.27 53.50
11612,code,-1.27 53.50
11612,code,-1.12 53.52
11612,code,-1.12 53.52
11612,code,-0.92 53.54
11612,code,-0.92 53.54
11615,code,-2.25 51.85
11615,code,-2.25 51.85
11615,code,-2.24 51.85
11615,code,-2.24 51.85
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11615,code,-2.24 51.86
11618,code,0.43 51.37
11618,code,0.43 51.37
11618,code,0.61 51.34
11618,code,0.61 51.34
11618,code,0.64 51.47
11618,code,0.64 51.47
11618,code,0.42 51.34
11618,code,0.42 51.34
11618,code,0.47 51.45
11618,code,0.47 51.45
11618,code,0.52 51.46
11618,code,0.52 51.46
11618,code,0.54 51.39
11618,code,0.54 51.39
11618,code,0.50 51.39
11618,code,0.50 51.39
11618,code,0.49 51.46
11618,code,0.49 51.46
11618,code,0.60 51.33
11618,code,0.60 51.33
11619,code,0.57 51.41
11619,code,0.57 51.41
11619,code,0.52 51.38
11619,code,0.52 51.38
11622,code,-1.62 54.97
11622,code,-1.62 54.97
11622,code,-1.62 54.98
11622,code,-1.62 54.98
11622,code,-1.58 54.97
11622,code,-1.58 54.97
11622,code,-1.69 55.02
11622,code,-1.69 55.02
11622,code,-1.61 54.97
11622,code,-1.61 54.97
11622,code,-1.68 55.05
11622,code,-1.68 55.05
11622,code,-1.58 54.97
11622,code,-1.58 54.97
11622,code,-1.61 54.97
11622,code,-1.61 54.97
11622,code,-1.68 55.01
11622,code,-1.68 55.01
11623,code,-0.12 51.52
11623,code,-0.12 51.52
11623,code,-1.64 55.19
11623,code,-1.64 55.19
11623,code,-0.13 51.51
11623,code,-0.13 51.51
11623,code,-1.92 55.62
11623,code,-1.92 55.62
11623,code,-1.80 55.12
11623,code,-1.80 55.12
11624,code,-1.80 55.68
11624,code,-1.80 55.68
11625,browser,-0.09 51.42
11625,browser,-0.09 51.42
11792,browser,-0.90 51.79
11792,browser,-0.90 51.79
11799,browser,0.49 51.37
11799,browser,0.49 51.37
11849,code,0.48 51.37
11849,code,0.48 51.37
11880,browser,-0.36 51.81
11880,browser,-0.36 51.81
11898,browser,-0.17 51.62
11898,browser,-0.17 51.62
11952,browser,0.53 51.37
11952,browser,0.53 51.37
12206,browser,0.53 51.37
12206,browser,0.53 51.37
12220,browser,-0.36 51.81
12220,browser,-0.36 51.81
12229,browser,0.53 51.37
12229,browser,0.53 51.37
12290,code,0.53 51.37
12290,code,0.53 51.37
12654,browser,-0.18 51.54
12654,browser,-0.18 51.54
12662,code,-0.18 51.54
12662,code,-0.18 51.54
12950,browser,-0.23 51.60
12950,browser,-0.23 51.60
12972,code,-0.23 51.60
12972,code,-0.23 51.60
13062,browser,0.53 51.35
13062,browser,0.53 51.35
13300,code,0.53 51.35
13300,code,0.53 51.35
13405,browser,-0.23 51.60
13405,browser,-0.23 51.60
13441,browser,-1.96 51.95
13441,browser,-1.96 51.95
13469,code,-1.96 51.95
13469,code,-1.96 51.95
13480,code,-0.23 51.60
13480,code,-0.23 51.60
13676,browser,-0.23 51.60
13676,browser,-0.23 51.60
13688,code,-0.23 51.60
13688,code,-0.23 51.60
13817,browser,-0.73 51.63
13817,browser,-0.73 51.63
13824,browser,-0.19 51.55
13824,browser,-0.19 51.55
13853,code,-0.19 51.55
13853,code,-0.19 51.55
13857,browser,-0.73 51.63
13857,browser,-0.73 51.63
13904,code,-0.73 51.63
13904,code,-0.73 51.63
13912,browser,-0.23 51.60
13912,browser,-0.23 51.60
13925,code,-0.23 51.60
13925,code,-0.23 51.60
13967,browser,-1.30 52.92
13967,browser,-1.30 52.92
14149,browser,-0.77 51.57
14149,browser,-0.77 51.57
14192,browser,-1.45 52.88
14192,browser,-1.45 52.88
14216,code,-0.77 51.57
14216,code,-0.77 51.57
14235,browser,-0.23 51.60
14235,browser,-0.23 51.60
14249,code,-0.23 51.60
14249,code,-0.23 51.60
14345,browser,-0.17 51.62
14345,browser,-0.17 51.62
14351,browser,-0.17 51.61
14351,browser,-0.17 51.61
14356,browser,-0.17 51.61
14356,browser,-0.17 51.61
14724,browser,-0.13 51.54
14724,browser,-0.13 51.54
14757,code,-0.13 51.54
14757,code,-0.13 51.54
15136,code,-0.13 51.54
15136,code,-0.13 51.54
15140,browser,-0.13 51.54
15140,browser,-0.13 51.54
15172,code,-0.09 51.43
15172,code,-0.09 51.43
15172,code,-0.11 51.49
15172,code,-0.11 51.49
15172,code,-0.10 51.50
15172,code,-0.10 51.50
15172,code,-0.12 51.47
15172,code,-0.12 51.47
15172,code,-0.11 51.49
15172,code,-0.11 51.49
15172,code,-0.12 51.47
15172,code,-0.12 51.47
15172,code,-0.12 51.41
15172,code,-0.12 51.41
15172,code,-0.11 51.49
15172,code,-0.11 51.49
15172,code,-0.11 51.49
15172,code,-0.11 51.49
15172,code,-0.11 51.46
15172,code,-0.11 51.46
15175,code,-0.11 51.42
15175,code,-0.11 51.42
15175,code,-0.11 51.50
15175,code,-0.11 51.50
15175,code,-0.12 51.44
15175,code,-0.12 51.44
15175,code,-0.08 51.44
15175,code,-0.08 51.44
15175,code,-0.13 51.45
15175,code,-0.13 51.45
15179,code,-0.05 51.50
15179,code,-0.05 51.50
15179,code,-0.07 51.48
15179,code,-0.07 51.48
15179,code,-0.07 51.48
15179,code,-0.07 51.48
15179,code,-0.09 51.50
15179,code,-0.09 51.50
15179,code,-0.09 51.48
15179,code,-0.09 51.48
15179,code,-0.09 51.45
15179,code,-0.09 51.45
15179,code,-0.09 51.50
15179,code,-0.09 51.50
15179,code,-0.08 51.49
15179,code,-0.08 51.49
15179,code,-0.08 51.50
15179,code,-0.08 51.50
15179,code,-0.09 51.50
15179,code,-0.09 51.50
15180,code,-0.10 51.50
15180,code,-0.10 51.50
15180,code,-0.08 51.49
15180,code,-0.08 51.49
15183,code,-0.07 51.43
15183,code,-0.07 51.43
15183,code,-0.05 51.49
15183,code,-0.05 51.49
15183,code,-0.06 51.49
15183,code,-0.06 51.49
15186,code,-0.84 51.66
15186,code,-0.84 51.66
15186,code,-0.51 51.66
15186,code,-0.51 51.66
15186,code,-0.62 51.68
15186,code,-0.62 51.68
15186,code,-0.52 51.51
15186,code,-0.52 51.51
15186,code,-0.52 51.51
15186,code,-0.52 51.51
15186,code,-0.53 51.65
15186,code,-0.53 51.65
15187,code,-0.62 51.68
15187,code,-0.62 51.68
15187,code,-0.70 51.67
15187,code,-0.70 51.67
15187,code,-0.63 51.73
15187,code,-0.63 51.73
15187,code,-0.84 51.66
15187,code,-0.84 51.66
15189,code,-0.83 51.72
15189,code,-0.83 51.72
15189,code,-0.81 51.73
15189,code,-0.81 51.73
15189,code,-0.65 51.55
15189,code,-0.65 51.55
15189,code,-0.70 51.60
15189,code,-0.70 51.60
15189,code,-0.89 51.55
15189,code,-0.89 51.55
15190,code,-0.91 51.94
15190,code,-0.91 51.94
15190,code,-0.57 51.67
15190,code,-0.57 51.67
15190,code,-1.00 51.95
15190,code,-1.00 51.95
15190,code,-0.73 51.75
15190,code,-0.73 51.75
15190,code,-0.70 51.69
15190,code,-0.70 51.69
15190,code,-0.77 51.56
15190,code,-0.77 51.56
15192,code,-0.82 51.82
15192,code,-0.82 51.82
15192,code,-0.83 51.80
15192,code,-0.83 51.80
15192,code,-0.66 51.61
15192,code,-0.66 51.61
15192,code,-0.77 51.67
15192,code,-0.77 51.67
15193,code,-0.63 51.73
15193,code,-0.63 51.73
15193,code,-0.62 51.66
15193,code,-0.62 51.66
15193,code,-0.58 51.81
15193,code,-0.58 51.81
15193,code,-0.80 51.73
15193,code,-0.80 51.73
15193,code,-0.78 51.75
15193,code,-0.78 51.75
15194,code,-0.62 51.56
15194,code,-0.62 51.56
15194,code,-0.68 51.56
15194,code,-0.68 51.56
15194,code,-0.58 51.81
15194,code,-0.58 51.81
15198,code,1.07 51.27
15198,code,1.07 51.27
15198,code,1.07 51.27
15198,code,1.07 51.27
15198,code,1.10 51.27
15198,code,1.10 51.27
15198,code,1.02 51.35
15198,code,1.02 51.35
15201,code,1.14 51.27
15201,code,1.14 51.27
15201,code,1.09 51.27
15201,code,1.09 51.27
15201,code,1.08 51.27
15201,code,1.08 51.27
15201,code,1.05 51.28
15201,code,1.05 51.28
15204,code,1.14 51.33
15204,code,1.14 51.33
15204,code,1.07 51.28
15204,code,1.07 51.28
15204,code,1.08 51.32
15204,code,1.08 51.32
15204,code,1.08 51.28
15204,code,1.08 51.28
15204,code,1.08 51.28
15204,code,1.08 51.28
15206,code,0.98 51.33
15206,code,0.98 51.33
15206,code,1.11 51.22
15206,code,1.11 51.22
15206,code,1.20 51.31
15206,code,1.20 51.31
15206,code,1.15 51.30
15206,code,1.15 51.30
15206,code,1.19 51.31
15206,code,1.19 51.31
15206,code,1.07 51.27
15206,code,1.07 51.27
15207,code,1.06 51.36
15207,code,1.06 51.36
15210,code,-1.10 53.47
15210,code,-1.10 53.47
15210,code,-1.12 53.52
15210,code,-1.12 53.52
15210,code,-1.13 53.51
15210,code,-1.13 53.51
15210,code,-1.19 53.60
15210,code,-1.19 53.60
15210,code,-1.12 53.52
15210,code,-1.12 53.52
15210,code,-1.22 53.55
15210,code,-1.22 53.55
15210,code,-1.01 53.61
15210,code,-1.01 53.61
15210,code,-1.12 53.52
15210,code,-1.12 53.52
15210,code,-1.23 53.48
15210,code,-1.23 53.48
15210,code,-2.57 51.45
15210,code,-2.57 51.45
15213,code,-1.12 53.52
15213,code,-1.12 53.52
15213,code,-1.17 53.53
15213,code,-1.17 53.53
15213,code,-1.23 53.61
15213,code,-1.23 53.61
15213,code,-0.92 53.56
15213,code,-0.92 53.56
15213,code,-0.92 53.54
15213,code,-0.92 53.54
15213,code,-1.27 53.50
15213,code,-1.27 53.50
15213,code,-1.12 53.52
15213,code,-1.12 53.52
15213,code,-0.92 53.54
15213,code,-0.92 53.54
15216,code,-2.25 51.85
15216,code,-2.25 51.85
15216,code,-2.24 51.85
15216,code,-2.24 51.85
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15216,code,-2.24 51.86
15219,code,0.43 51.37
15219,code,0.43 51.37
15219,code,0.61 51.34
15219,code,0.61 51.34
15219,code,0.64 51.47
15219,code,0.64 51.47
15219,code,0.42 51.34
15219,code,0.42 51.34
15219,code,0.47 51.45
15219,code,0.47 51.45
15219,code,0.54 51.39
15219,code,0.54 51.39
15219,code,0.50 51.39
15219,code,0.50 51.39
15219,code,0.49 51.46
15219,code,0.49 51.46
15219,code,0.60 51.33
15219,code,0.60 51.33
15220,code,0.52 51.46
15220,code,0.52 51.46
15220,code,0.57 51.41
15220,code,0.57 51.41
15220,code,0.52 51.38
15220,code,0.52 51.38
15222,browser,-0.23 51.60
15222,browser,-0.23 51.60
15223,code,-0.12 51.52
15223,code,-0.12 51.52
15223,code,-1.62 54.97
15223,code,-1.62 54.97
15223,code,-1.62 54.98
15223,code,-1.62 54.98
15223,code,-0.13 51.51
15223,code,-0.13 51.51
15223,code,-1.58 54.97
15223,code,-1.58 54.97
15223,code,-1.69 55.02
15223,code,-1.69 55.02
15223,code,-1.61 54.97
15223,code,-1.61 54.97
15223,code,-1.68 55.05
15223,code,-1.68 55.05
15223,code,-1.58 54.97
15223,code,-1.58 54.97
15223,code,-1.61 54.97
15223,code,-1.61 54.97
15223,code,-1.68 55.01
15223,code,-1.68 55.01
15224,code,-1.64 55.19
15224,code,-1.64 55.19
15224,code,-1.92 55.62
15224,code,-1.92 55.62
15224,code,-1.80 55.12
15224,code,-1.80 55.12
15224,code,-1.80 55.68
15224,code,-1.80 55.68
15391,browser,0.53 51.36
15391,browser,0.53 51.36
15434,browser,-0.63 51.60
15434,browser,-0.63 51.60
15455,code,0.53 51.36
15455,code,0.53 51.36
15603,browser,-0.18 51.55
15603,browser,-0.18 51.55
15630,code,-0.18 51.55
15630,code,-0.18 51.55
15632,browser,-2.03 51.93
15632,browser,-2.03 51.93
15647,code,-2.03 51.93
15647,code,-2.03 51.93
15653,browser,-0.51 51.32
15653,browser,-0.51 51.32
15704,browser,0.52 51.35
15704,browser,0.52 51.35
15778,code,0.52 51.35
15778,code,0.52 51.35
16012,browser,-0.60 51.69
16012,browser,-0.60 51.69
16012,browser,-0.10 51.46
16012,browser,-0.10 51.46
16026,browser,-2.21 51.84
16026,browser,-2.21 51.84
16031,code,-0.60 51.69
16031,code,-0.60 51.69
16041,browser,-0.50 51.50
16041,browser,-0.50 51.50
16047,code,-0.23 51.60
16047,code,-0.23 51.60
16061,code,-2.30 51.85
16061,code,-2.30 51.85
16084,code,-2.21 51.84
16084,code,-2.21 51.84
16110,code,-2.30 51.85
16110,code,-2.30 51.85
16113,code,-0.50 51.50
16113,code,-0.50 51.50
16117,browser,-2.30 51.85
16117,browser,-2.30 51.85
16118,browser,-0.54 51.55
16118,browser,-0.54 51.55
16148,browser,-2.30 51.85
16148,browser,-2.30 51.85
16162,browser,-2.30 51.86
16162,browser,-2.30 51.86
16220,code,-0.54 51.55
16220,code,-0.54 51.55
16237,code,-2.30 51.86
16237,code,-2.30 51.86
16280,browser,-0.63 51.60
16280,browser,-0.63 51.60
16346,code,-0.10 51.46
16346,code,-0.10 51.46
16410,browser,-0.54 51.55
16410,browser,-0.54 51.55
16499,browser,-0.94 52.24
16499,browser,-0.94 52.24
16520,code,-0.54 51.55
16520,code,-0.54 51.55
16601,browser,-0.18 51.54
16601,browser,-0.18 51.54
16632,code,-0.18 51.54
16632,code,-0.18 51.54
16832,browser,-1.64 52.82
16832,browser,-1.64 52.82
16877,browser,-0.63 51.60
16877,browser,-0.63 51.60
16906,browser,-0.14 51.63
16906,browser,-0.14 51.63
16946,browser,-0.63 51.60
16946,browser,-0.63 51.60
16976,browser,-1.30 52.92
16976,browser,-1.30 52.92
17173,browser,-1.48 52.90
17173,browser,-1.48 52.90
17371,browser,-1.48 52.90
17371,browser,-1.48 52.90
17438,browser,-0.54 51.55
17438,browser,-0.54 51.55
17457,code,-0.54 51.55
17457,code,-0.54 51.55
17497,code,-0.12 51.51
17497,code,-0.12 51.51
17530,browser,-1.48 52.90
17530,browser,-1.48 52.90
17687,browser,-0.86 51.99
17687,browser,-0.86 51.99
17957,browser,-1.79 54.97
17957,browser,-1.79 54.97
17970,code,-1.79 54.97
17970,code,-1.79 54.97
17976,browser,-1.48 52.90
17976,browser,-1.48 52.90
17996,browser,-0.70 51.64
17996,browser,-0.70 51.64
18045,browser,-0.70 51.64
18045,browser,-0.70 51.64
18163,browser,-1.30 52.92
18163,browser,-1.30 52.92
18303,browser,-1.60 54.95
18303,browser,-1.60 54.95
18317,code,-1.96 51.95
18317,code,-1.96 51.95
18326,code,-1.96 51.95
18326,code,-1.96 51.95
18358,code,-1.60 54.95
18358,code,-1.60 54.95
18369,browser,-1.03 52.95
18369,browser,-1.03 52.95
18385,browser,-1.02 53.43
18385,browser,-1.02 53.43
18395,browser,-1.02 53.43
18395,browser,-1.02 53.43
18419,code,-1.96 51.95
18419,code,-1.96 51.95
18424,browser,-1.02 53.43
18424,browser,-1.02 53.43
18513,browser,-1.14 53.51
18513,browser,-1.14 53.51
18532,browser,-1.68 54.95
18532,browser,-1.68 54.95
18563,code,-1.68 54.95
18563,code,-1.68 54.95
18720,browser,-0.18 51.62
18720,browser,-0.18 51.62
18730,code,-0.18 51.62
18730,code,-0.18 51.62
18774,code,-0.09 51.43
18774,code,-0.09 51.43
18774,code,-0.11 51.49
18774,code,-0.11 51.49
18774,code,-0.10 51.50
18774,code,-0.10 51.50
18774,code,-0.12 51.47
18774,code,-0.12 51.47
18774,code,-0.11 51.49
18774,code,-0.11 51.49
18774,code,-0.12 51.47
18774,code,-0.12 51.47
18774,code,-0.12 51.41
18774,code,-0.12 51.41
18774,code,-0.11 51.49
18774,code,-0.11 51.49
18774,code,-0.11 51.49
18774,code,-0.11 51.49
18774,code,-0.11 51.46
18774,code,-0.11 51.46
18777,code,-0.11 51.42
18777,code,-0.11 51.42
18777,code,-0.11 51.50
18777,code,-0.11 51.50
18777,code,-0.12 51.44
18777,code,-0.12 51.44
18777,code,-0.08 51.44
18777,code,-0.08 51.44
18777,code,-0.13 51.45
18777,code,-0.13 51.45
18779,code,-0.18 51.62
18779,code,-0.18 51.62
18781,code,-0.05 51.50
18781,code,-0.05 51.50
18781,code,-0.07 51.48
18781,code,-0.07 51.48
18781,code,-0.07 51.48
18781,code,-0.07 51.48
18781,code,-0.10 51.50
18781,code,-0.10 51.50
18781,code,-0.09 51.50
18781,code,-0.09 51.50
18781,code,-0.09 51.48
18781,code,-0.09 51.48
18781,code,-0.09 51.45
18781,code,-0.09 51.45
18781,code,-0.08 51.49
18781,code,-0.08 51.49
18782,code,-0.09 51.50
18782,code,-0.09 51.50
18782,code,-0.08 51.49
18782,code,-0.08 51.49
18782,code,-0.08 51.50
18782,code,-0.08 51.50
18782,code,-0.09 51.50
18782,code,-0.09 51.50
18785,code,-0.07 51.43
18785,code,-0.07 51.43
18785,code,-0.05 51.49
18785,code,-0.05 51.49
18785,code,-0.06 51.49
18785,code,-0.06 51.49
18788,code,-0.84 51.66
18788,code,-0.84 51.66
18788,code,-0.53 51.65
18788,code,-0.53 51.65
18789,code,-0.51 51.66
18789,code,-0.51 51.66
18789,code,-0.62 51.68
18789,code,-0.62 51.68
18789,code,-0.62 51.68
18789,code,-0.62 51.68
18789,code,-0.70 51.67
18789,code,-0.70 51.67
18789,code,-0.52 51.51
18789,code,-0.52 51.51
18789,code,-0.52 51.51
18789,code,-0.52 51.51
18789,code,-0.63 51.73
18789,code,-0.63 51.73
18789,code,-0.84 51.66
18789,code,-0.84 51.66
18791,code,-0.91 51.94
18791,code,-0.91 51.94
18791,code,-0.83 51.72
18791,code,-0.83 51.72
18791,code,-0.81 51.73
18791,code,-0.81 51.73
18791,code,-0.65 51.55
18791,code,-0.65 51.55
18792,code,-0.57 51.67
18792,code,-0.57 51.67
18792,code,-1.00 51.95
18792,code,-1.00 51.95
18792,code,-0.70 51.60
18792,code,-0.70 51.60
18792,code,-0.73 51.75
18792,code,-0.73 51.75
18792,code,-0.70 51.69
18792,code,-0.70 51.69
18792,code,-0.77 51.56
18792,code,-0.77 51.56
18792,code,-0.89 51.55
18792,code,-0.89 51.55
18794,code,-0.83 51.80
18794,code,-0.83 51.80
18794,code,-0.80 51.73
18794,code,-0.80 51.73
18794,code,-0.66 51.61
18794,code,-0.66 51.61
18794,code,-0.77 51.67
18794,code,-0.77 51.67
18795,code,-0.82 51.82
18795,code,-0.82 51.82
18795,code,-0.63 51.73
18795,code,-0.63 51.73
18795,code,-0.62 51.66
18795,code,-0.62 51.66
18795,code,-0.58 51.81
18795,code,-0.58 51.81
18795,code,-0.78 51.75
18795,code,-0.78 51.75
18796,code,-0.62 51.56
18796,code,-0.62 51.56
18796,code,-0.68 51.56
18796,code,-0.68 51.56
18796,code,-0.58 51.81
18796,code,-0.58 51.81
18799,code,1.07 51.27
18799,code,1.07 51.27
18799,code,1.07 51.27
18799,code,1.07 51.27
18799,code,1.10 51.27
18799,code,1.10 51.27
18799,code,1.02 51.35
18799,code,1.02 51.35
18801,code,1.14 51.27
18801,code,1.14 51.27
18802,code,1.09 51.27
18802,code,1.09 51.27
18802,code,1.08 51.27
18802,code,1.08 51.27
18802,code,1.05 51.28
18802,code,1.05 51.28
18805,code,1.14 51.33
18805,code,1.14 51.33
18805,code,1.07 51.28
18805,code,1.07 51.28
18805,code,1.08 51.32
18805,code,1.08 51.32
18805,code,1.08 51.28
18805,code,1.08 51.28
18805,code,1.08 51.28
18805,code,1.08 51.28
18806,code,1.11 51.22
18806,code,1.11 51.22
18806,code,1.07 51.27
18806,code,1.07 51.27
18807,code,0.98 51.33
18807,code,0.98 51.33
18807,code,1.20 51.31
18807,code,1.20 51.31
18807,code,1.15 51.30
18807,code,1.15 51.30
18807,code,1.19 51.31
18807,code,1.19 51.31
18807,code,1.06 51.36
18807,code,1.06 51.36
18809,code,-1.12 53.52
18809,code,-1.12 53.52
18810,code,-1.10 53.47
18810,code,-1.10 53.47
18810,code,-1.12 53.52
18810,code,-1.12 53.52
18810,code,-1.13 53.51
18810,code,-1.13 53.51
18810,code,-1.19 53.60
18810,code,-1.19 53.60
18810,code,-1.12 53.52
18810,code,-1.12 53.52
18810,code,-1.22 53.55
18810,code,-1.22 53.55
18810,code,-1.01 53.61
18810,code,-1.01 53.61
18810,code,-1.23 53.48
18810,code,-1.23 53.48
18810,code,-2.57 51.45
18810,code,-2.57 51.45
18813,code,-1.12 53.52
18813,code,-1.12 53.52
18813,code,-1.17 53.53
18813,code,-1.17 53.53
18813,code,-1.23 53.61
18813,code,-1.23 53.61
18813,code,-0.92 53.56
18813,code,-0.92 53.56
18813,code,-0.92 53.54
18813,code,-0.92 53.54
18813,code,-1.27 53.50
18813,code,-1.27 53.50
18813,code,-1.12 53.52
18813,code,-1.12 53.52
18813,code,-0.92 53.54
18813,code,-0.92 53.54
18816,code,-2.25 51.85
18816,code,-2.25 51.85
18816,code,-2.24 51.85
18816,code,-2.24 51.85
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18816,code,-2.24 51.86
18819,code,0.43 51.37
18819,code,0.43 51.37
18819,code,0.61 51.34
18819,code,0.61 51.34
18819,code,0.64 51.47
18819,code,0.64 51.47
18819,code,0.42 51.34
18819,code,0.42 51.34
18819,code,0.47 51.45
18819,code,0.47 51.45
18819,code,0.52 51.46
18819,code,0.52 51.46
18819,code,0.54 51.39
18819,code,0.54 51.39
18819,code,0.50 51.39
18819,code,0.50 51.39
