secs,client,point
29603,code,-1.12 53.52
29603,code,-1.12 53.52
29603,code,-1.17 53.53
29603,code,-1.17 53.53
29603,code,-1.23 53.61
29603,code,-1.23 53.61
29603,code,-0.92 53.56
29603,code,-0.92 53.56
29603,code,-0.92 53.54
29603,code,-0.92 53.54
29603,code,-1.27 53.50
29603,code,-1.27 53.50
29603,code,-1.12 53.52
29603,code,-1.12 53.52
29603,code,-0.92 53.54
29603,code,-0.92 53.54
29605,code,-2.24 51.85
29605,code,-2.24 51.85
29605,code,-2.24 51.86
29605,code,-2.24 51.86
29606,code,-2.25 51.85
29606,code,-2.25 51.85
29606,code,-2.24 51.86
29606,code,-2.24 51.86
29606,code,-2.24 51.86
29606,code,-2.24 51.86
29606,code,-2.24 51.86
29606,code,-2.24 51.86
29606,code,-2.24 51.86
29606,code,-2.24 51.86
29606,code,-2.24 51.86
29606,code,-2.24 51.86
29606,code,-2.24 51.86
29606,code,-2.24 51.86
29608,code,0.43 51.37
29608,code,0.43 51.37
29608,code,0.64 51.47
29608,code,0.64 51.47
29608,code,0.42 51.34
29608,code,0.42 51.34
29608,code,0.47 51.45
29608,code,0.47 51.45
29608,code,0.50 51.39
29608,code,0.50 51.39
29609,code,0.61 51.34
29609,code,0.61 51.34
29609,code,0.52 51.46
29609,code,0.52 51.46
29609,code,0.54 51.39
29609,code,0.54 51.39
29609,code,0.49 51.46
29609,code,0.49 51.46
29609,code,0.57 51.41
29609,code,0.57 51.41
29609,code,0.60 51.33
29609,code,0.60 51.33
29609,code,0.52 51.38
29609,code,0.52 51.38
29611,code,-1.62 54.97
29611,code,-1.62 54.97
29612,code,-0.12 51.52
29612,code,-0.12 51.52
29612,code,-1.62 54.98
29612,code,-1.62 54.98
29612,code,-0.13 51.51
29612,code,-0.13 51.51
29612,code,-1.58 54.97
29612,code,-1.58 54.97
29612,code,-1.69 55.02
29612,code,-1.69 55.02
29612,code,-1.61 54.97
29612,code,-1.61 54.97
29612,code,-1.68 55.05
29612,code,-1.68 55.05
29612,code,-1.58 54.97
29612,code,-1.58 54.97
29612,code,-1.61 54.97
29612,code,-1.61 54.97
29612,code,-1.68 55.01
29612,code,-1.68 55.01
29613,code,-1.64 55.19
29613,code,-1.64 55.19
29613,code,-1.92 55.62
29613,code,-1.92 55.62
29613,code,-1.80 55.12
29613,code,-1.80 55.12
29613,code,-1.80 55.68
29613,code,-1.80 55.68
29823,browser,0.13 51.55
29823,browser,0.13 51.55
29824,browser,-0.22 51.59
29824,browser,-0.22 51.59
29829,code,0.13 51.55
29829,code,0.13 51.55
29830,browser,-0.22 51.59
29830,browser,-0.22 51.59
30037,browser,0.13 51.55
30037,browser,0.13 51.55
30043,code,0.13 51.55
30043,code,0.13 51.55
30142,browser,-0.16 51.54
30142,browser,-0.16 51.54
30161,code,-0.16 51.54
30161,code,-0.16 51.54
30770,browser,0.13 51.55
30770,browser,0.13 51.55
30776,browser,0.13 51.55
30776,browser,0.13 51.55
30787,code,0.13 51.55
30787,code,0.13 51.55
31009,browser,0.13 51.55
31009,browser,0.13 51.55
31014,code,0.13 51.55
31014,code,0.13 51.55
31146,browser,-0.09 51.50
31146,browser,-0.09 51.50
31159,code,-0.09 51.50
31159,code,-0.09 51.50
31181,code,-0.09 51.50
31181,code,-0.09 51.50
31571,browser,-0.36 51.81
31571,browser,-0.36 51.81
32128,browser,-0.26 51.60
32128,browser,-0.26 51.60
32134,code,-0.26 51.60
32134,code,-0.26 51.60
32939,browser,-0.73 51.63
32939,browser,-0.73 51.63
33012,code,-0.73 51.63
33012,code,-0.73 51.63
33027,code,-0.73 51.63
33027,code,-0.73 51.63
33177,code,-0.09 51.43
33177,code,-0.09 51.43
33177,code,-0.11 51.49
33177,code,-0.11 51.49
33177,code,-0.10 51.50
33177,code,-0.10 51.50
33177,code,-0.12 51.47
33177,code,-0.12 51.47
33177,code,-0.11 51.49
33177,code,-0.11 51.49
33177,code,-0.12 51.47
33177,code,-0.12 51.47
33177,code,-0.12 51.41
33177,code,-0.12 51.41
33177,code,-0.11 51.49
33177,code,-0.11 51.49
33177,code,-0.11 51.49
33177,code,-0.11 51.49
33177,code,-0.11 51.46
33177,code,-0.11 51.46
33180,code,-0.08 51.44
33180,code,-0.08 51.44
33180,code,-0.13 51.45
33180,code,-0.13 51.45
33181,code,-0.11 51.42
33181,code,-0.11 51.42
33181,code,-0.11 51.50
33181,code,-0.11 51.50
33181,code,-0.12 51.44
33181,code,-0.12 51.44
33184,code,-0.05 51.50
33184,code,-0.05 51.50
33184,code,-0.08 51.49
33184,code,-0.08 51.49
33185,code,-0.07 51.48
33185,code,-0.07 51.48
33185,code,-0.07 51.48
33185,code,-0.07 51.48
33185,code,-0.10 51.50
33185,code,-0.10 51.50
33185,code,-0.09 51.50
33185,code,-0.09 51.50
33185,code,-0.09 51.48
33185,code,-0.09 51.48
33185,code,-0.09 51.45
33185,code,-0.09 51.45
33185,code,-0.09 51.50
33185,code,-0.09 51.50
33185,code,-0.08 51.49
33185,code,-0.08 51.49
33185,code,-0.08 51.50
33185,code,-0.08 51.50
33185,code,-0.09 51.50
33185,code,-0.09 51.50
33188,code,-0.07 51.43
33188,code,-0.07 51.43
33188,code,-0.05 51.49
33188,code,-0.05 51.49
33188,code,-0.06 51.49
33188,code,-0.06 51.49
33191,code,-0.84 51.66
33191,code,-0.84 51.66
33191,code,-0.51 51.66
33191,code,-0.51 51.66
33191,code,-0.62 51.68
33191,code,-0.62 51.68
33191,code,-0.62 51.68
33191,code,-0.62 51.68
33191,code,-0.70 51.67
33191,code,-0.70 51.67
33191,code,-0.52 51.51
33191,code,-0.52 51.51
33191,code,-0.52 51.51
33191,code,-0.52 51.51
33191,code,-0.63 51.73
33191,code,-0.63 51.73
33191,code,-0.84 51.66
33191,code,-0.84 51.66
33191,code,-0.53 51.65
33191,code,-0.53 51.65
33194,code,-0.91 51.94
33194,code,-0.91 51.94
33194,code,-0.83 51.72
33194,code,-0.83 51.72
33194,code,-0.81 51.73
33194,code,-0.81 51.73
33194,code,-0.57 51.67
33194,code,-0.57 51.67
33194,code,-0.65 51.55
33194,code,-0.65 51.55
33194,code,-0.70 51.60
33194,code,-0.70 51.60
33194,code,-0.73 51.75
33194,code,-0.73 51.75
33194,code,-0.70 51.69
33194,code,-0.70 51.69
33194,code,-0.77 51.56
33194,code,-0.77 51.56
33194,code,-0.89 51.55
33194,code,-0.89 51.55
33195,code,-1.00 51.95
33195,code,-1.00 51.95
33197,code,-0.82 51.82
33197,code,-0.82 51.82
33197,code,-0.63 51.73
33197,code,-0.63 51.73
33197,code,-0.83 51.80
33197,code,-0.83 51.80
33197,code,-0.62 51.66
33197,code,-0.62 51.66
33197,code,-0.80 51.73
33197,code,-0.80 51.73
33197,code,-0.78 51.75
33197,code,-0.78 51.75
33197,code,-0.66 51.61
33197,code,-0.66 51.61
33197,code,-0.77 51.67
33197,code,-0.77 51.67
33198,code,-0.58 51.81
33198,code,-0.58 51.81
33199,code,-0.62 51.56
33199,code,-0.62 51.56
33199,code,-0.68 51.56
33199,code,-0.68 51.56
33199,code,-0.58 51.81
33199,code,-0.58 51.81
33202,code,1.07 51.27
33202,code,1.07 51.27
33202,code,1.07 51.27
33202,code,1.07 51.27
33202,code,1.10 51.27
33202,code,1.10 51.27
33202,code,1.02 51.35
33202,code,1.02 51.35
33204,code,1.14 51.27
33204,code,1.14 51.27
33205,code,1.09 51.27
33205,code,1.09 51.27
33205,code,1.08 51.27
33205,code,1.08 51.27
33205,code,1.05 51.28
33205,code,1.05 51.28
33207,code,1.07 51.28
33207,code,1.07 51.28
33208,code,1.14 51.33
33208,code,1.14 51.33
33208,code,1.08 51.32
33208,code,1.08 51.32
33208,code,1.08 51.28
33208,code,1.08 51.28
33208,code,1.08 51.28
33208,code,1.08 51.28
33209,code,1.07 51.27
33209,code,1.07 51.27
33210,code,0.98 51.33
33210,code,0.98 51.33
33210,code,1.11 51.22
33210,code,1.11 51.22
33210,code,1.20 51.31
33210,code,1.20 51.31
33210,code,1.15 51.30
33210,code,1.15 51.30
33210,code,1.19 51.31
33210,code,1.19 51.31
33210,code,1.06 51.36
33210,code,1.06 51.36
33213,code,-1.10 53.47
33213,code,-1.10 53.47
33213,code,-1.12 53.52
33213,code,-1.12 53.52
33213,code,-1.13 53.51
33213,code,-1.13 53.51
33213,code,-1.19 53.60
33213,code,-1.19 53.60
33213,code,-1.12 53.52
33213,code,-1.12 53.52
33213,code,-1.22 53.55
33213,code,-1.22 53.55
33213,code,-1.01 53.61
33213,code,-1.01 53.61
33213,code,-1.12 53.52
33213,code,-1.12 53.52
33213,code,-1.23 53.48
33213,code,-1.23 53.48
33213,code,-2.57 51.45
33213,code,-2.57 51.45
33216,code,-0.92 53.54
33216,code,-0.92 53.54
33217,code,-1.12 53.52
33217,code,-1.12 53.52
33217,code,-1.17 53.53
33217,code,-1.17 53.53
33217,code,-1.23 53.61
33217,code,-1.23 53.61
33217,code,-0.92 53.56
33217,code,-0.92 53.56
33217,code,-0.92 53.54
33217,code,-0.92 53.54
33217,code,-1.27 53.50
33217,code,-1.27 53.50
33217,code,-1.12 53.52
33217,code,-1.12 53.52
33219,code,-2.25 51.85
33219,code,-2.25 51.85
33219,code,-2.24 51.85
33219,code,-2.24 51.85
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33219,code,-2.24 51.86
33222,code,0.42 51.34
33222,code,0.42 51.34
33223,code,0.43 51.37
33223,code,0.43 51.37
33223,code,0.61 51.34
33223,code,0.61 51.34
33223,code,0.64 51.47
33223,code,0.64 51.47
33223,code,0.47 51.45
33223,code,0.47 51.45
33223,code,0.52 51.46
33223,code,0.52 51.46
33223,code,0.54 51.39
33223,code,0.54 51.39
33223,code,0.50 51.39
33223,code,0.50 51.39
33223,code,0.49 51.46
33223,code,0.49 51.46
33223,code,0.57 51.41
33223,code,0.57 51.41
33223,code,0.60 51.33
33223,code,0.60 51.33
33223,code,0.52 51.38
33223,code,0.52 51.38
33226,code,-1.62 54.97
33226,code,-1.62 54.97
33226,code,-1.62 54.98
33226,code,-1.62 54.98
33226,code,-1.58 54.97
33226,code,-1.58 54.97
33226,code,-1.69 55.02
33226,code,-1.69 55.02
33226,code,-1.61 54.97
33226,code,-1.61 54.97
33226,code,-1.68 55.05
33226,code,-1.68 55.05
33226,code,-1.58 54.97
33226,code,-1.58 54.97
33226,code,-1.61 54.97
33226,code,-1.61 54.97
33226,code,-1.68 55.01
33226,code,-1.68 55.01
33227,code,-0.12 51.52
33227,code,-0.12 51.52
33227,code,-0.13 51.51
33227,code,-0.13 51.51
33228,code,-1.64 55.19
33228,code,-1.64 55.19
33228,code,-1.92 55.62
33228,code,-1.92 55.62
33228,code,-1.80 55.12
33228,code,-1.80 55.12
33228,code,-1.80 55.68
33228,code,-1.80 55.68
33607,browser,-0.04 51.46
33607,browser,-0.04 51.46
33649,code,-0.04 51.46
33649,code,-0.04 51.46
34919,browser,-0.69 51.66
34919,browser,-0.69 51.66
